employee_id,department,job_level,employment_type,work_mode,age,tenure_years,annual_salary_usd,workload_score,overtime_hours_month,manager_support_score,promotion_wait_years,promotion_count,training_hours_year,satisfaction_score,engagement_score,performance_score,absenteeism_days_year,attrition
EMP-03596,Customer Success,Mid,Full-time,On-site,32,4.2,48000,8.3,10.6,7.2,1.9,1,4.4,6.3,5.3,6.9,10.7,1
EMP-03597,Customer Success,Mid,Part-time,Hybrid,31,1.8,63200,8.8,6.8,7.7,0.4,1,22.2,6.6,4.6,5.9,5.5,0
EMP-03598,HR,Entry,Full-time,Hybrid,22,0.2,45200,8.7,27.4,9.0,0.1,0,28.0,5.3,4.9,5.7,13.8,0
EMP-03599,Operations,Entry,Part-time,Remote,23,2.8,32800,8.9,35.3,7.1,0.1,0,22.9,3.8,3.2,7.0,7.0,1
EMP-03600,Sales,Entry,Full-time,Hybrid,36,5.6,48100,6.8,0.0,7.8,2.4,1,34.8,7.9,6.4,6.1,10.0,0
EMP-03601,Marketing,Entry,Full-time,Hybrid,21,0.2,45800,5.8,8.1,7.7,0.1,0,24.4,6.3,5.1,5.7,9.2,0
EMP-03602,Sales,Entry,Full-time,Hybrid,28,1.0,42400,8.3,16.2,5.0,0.1,0,25.5,4.9,3.7,3.6,5.0,0
EMP-03603,Customer Success,Mid,Full-time,Remote,32,3.7,55000,7.2,12.4,9.4,0.1,1,32.6,7.2,7.8,7.7,8.6,0
EMP-03604,Finance,Entry,Full-time,Hybrid,23,1.7,49400,7.7,15.5,7.0,0.1,0,22.4,4.7,5.2,6.0,8.9,1
EMP-03605,Customer Success,Entry,Full-time,Hybrid,27,1.9,47700,6.6,9.7,8.8,0.1,0,15.9,6.7,6.3,7.1,5.7,0
EMP-03606,Customer Success,Mid,Full-time,Hybrid,27,4.1,65400,6.4,9.0,7.6,0.3,1,16.1,6.8,5.1,6.1,5.5,0
EMP-03607,Customer Success,Mid,Full-time,Hybrid,21,2.2,71300,5.7,1.2,7.6,0.1,0,27.7,6.3,5.7,6.8,6.8,0
EMP-03608,Engineering,Mid,Full-time,Hybrid,26,4.5,84300,5.1,5.1,4.1,0.1,1,36.5,7.4,6.3,5.6,8.0,0
EMP-03609,Sales,Senior,Full-time,Hybrid,27,3.7,95900,6.6,16.4,8.5,0.1,1,17.2,6.9,6.4,6.9,1.4,0
EMP-03610,Finance,Entry,Full-time,Hybrid,36,5.4,54200,5.3,10.5,7.8,0.6,1,45.2,6.8,7.3,4.1,4.6,1
EMP-03611,Finance,Entry,Full-time,On-site,29,0.2,30000,4.1,0.0,8.2,0.1,1,30.3,7.6,6.9,7.0,1.8,0
EMP-03612,HR,Mid,Full-time,Hybrid,27,3.0,81000,8.4,14.5,8.2,2.7,0,24.5,6.6,5.4,4.6,7.3,0
EMP-03613,Engineering,Senior,Full-time,Hybrid,40,7.0,102700,7.4,12.7,5.3,3.5,2,21.3,5.3,4.8,6.1,11.9,1
EMP-03614,HR,Mid,Full-time,On-site,31,5.8,58900,4.0,0.0,6.8,2.5,1,22.8,8.0,6.7,7.6,0.9,0
EMP-03615,Engineering,Mid,Full-time,Hybrid,30,2.9,66100,7.8,14.5,6.8,0.1,1,24.7,5.9,7.5,7.9,3.2,0
EMP-03616,Marketing,Mid,Full-time,On-site,34,4.3,72700,5.9,1.5,6.4,0.6,1,18.6,8.6,4.8,6.0,6.2,0
EMP-03617,Customer Success,Entry,Full-time,On-site,40,4.9,38100,6.1,6.0,5.4,1.6,1,34.0,6.0,5.3,6.2,10.8,1
EMP-03618,HR,Mid,Full-time,Hybrid,37,2.5,78500,5.2,0.4,6.0,0.1,1,17.8,8.0,7.1,5.7,1.9,0
EMP-03619,Engineering,Manager,Full-time,Remote,35,7.6,100200,7.4,13.3,7.1,5.2,2,43.1,5.1,6.4,8.2,4.2,1
EMP-03620,Engineering,Mid,Full-time,Hybrid,42,4.9,77000,7.6,2.7,5.1,2.0,2,24.3,5.6,6.1,8.6,2.9,0
EMP-03621,Finance,Mid,Full-time,Hybrid,28,3.7,55300,6.8,14.2,5.1,1.7,1,31.1,6.5,7.3,6.7,11.0,0
EMP-03622,Operations,Entry,Full-time,Remote,24,2.0,36800,8.7,18.0,6.3,0.1,0,30.4,5.1,5.2,7.1,10.9,1
EMP-03623,Operations,Mid,Full-time,Remote,29,2.3,51500,6.2,4.5,5.7,0.1,0,26.8,6.2,6.9,7.4,9.1,0
EMP-03624,HR,Mid,Full-time,Hybrid,33,5.5,66700,3.9,5.5,7.2,3.9,1,22.6,7.2,6.8,6.7,2.6,0
EMP-03625,Marketing,Entry,Full-time,Hybrid,21,1.1,41900,5.4,7.8,6.4,1.7,0,23.0,6.8,5.6,6.3,7.0,0
EMP-03626,HR,Senior,Full-time,On-site,39,6.6,95900,6.6,13.9,7.5,5.6,1,25.5,6.0,4.4,5.7,4.2,1
EMP-03627,Engineering,Mid,Full-time,Hybrid,30,4.3,67400,6.3,10.9,5.0,1.1,1,15.3,3.2,5.6,5.4,8.7,0
EMP-03628,Sales,Entry,Full-time,On-site,22,1.4,54600,5.7,0.8,9.6,0.1,0,24.6,9.0,8.4,6.8,5.8,0
EMP-03629,Engineering,Senior,Full-time,Hybrid,39,10.0,102400,9.1,14.7,5.7,4.9,3,28.7,4.3,4.6,8.0,4.9,1
EMP-03630,Marketing,Mid,Full-time,On-site,29,3.1,62400,5.2,1.3,5.8,0.1,0,25.8,8.8,7.7,8.0,7.1,0
EMP-03631,Customer Success,Mid,Full-time,Hybrid,25,1.4,60700,7.1,8.9,9.0,0.1,0,21.0,4.5,5.7,6.2,6.6,0
EMP-03632,Customer Success,Mid,Full-time,Hybrid,33,4.6,55200,5.1,0.5,7.6,0.1,1,33.8,6.1,6.7,7.3,3.4,0
EMP-03633,Sales,Manager,Full-time,On-site,43,7.4,98800,6.9,0.0,6.9,7.1,2,18.9,6.4,7.7,7.4,7.1,0
EMP-03634,Operations,Senior,Full-time,Hybrid,41,7.7,75800,7.0,6.9,5.3,5.0,3,40.7,5.9,7.7,8.6,3.2,0
EMP-03635,Customer Success,Entry,Full-time,On-site,32,2.5,38100,7.9,14.2,8.7,0.1,1,40.6,6.4,7.1,6.1,1.5,0
EMP-03636,Engineering,Entry,Full-time,Hybrid,23,0.5,70700,6.0,15.6,5.5,0.1,1,29.3,5.3,5.8,7.0,7.8,0
EMP-03637,Engineering,Mid,Full-time,Hybrid,32,4.2,73200,9.8,10.6,8.0,1.9,2,13.8,6.1,7.0,7.2,10.0,0
EMP-03638,Finance,Mid,Full-time,On-site,30,6.8,79900,7.8,2.5,9.0,0.7,1,20.0,7.9,6.5,7.2,10.3,0
EMP-03639,Finance,Senior,Full-time,Hybrid,42,6.9,93900,4.7,0.0,5.8,5.2,1,38.3,6.7,6.1,7.4,3.0,0
EMP-03640,Operations,Mid,Full-time,Remote,33,3.4,58200,6.0,7.0,8.6,1.0,0,32.9,6.3,7.3,7.2,6.2,0
EMP-03641,Engineering,Mid,Full-time,On-site,27,2.8,61100,6.8,18.3,9.0,0.1,0,18.1,7.1,8.0,4.6,10.2,0
EMP-03642,Engineering,Senior,Full-time,On-site,46,7.6,105500,4.6,0.0,5.9,2.7,2,25.3,6.5,7.4,7.5,1.2,0
EMP-03643,Customer Success,Entry,Full-time,Remote,28,0.2,45100,6.5,16.0,9.1,0.1,0,26.1,9.3,7.0,7.8,5.1,0
EMP-03644,Engineering,Entry,Full-time,On-site,37,3.9,70400,7.5,6.7,7.2,1.6,2,46.7,7.5,7.9,8.2,2.8,0
EMP-03645,Marketing,Manager,Full-time,Hybrid,27,5.6,125300,8.9,12.9,7.3,2.8,1,16.3,5.4,4.4,8.2,7.4,1
EMP-03646,Operations,Senior,Full-time,Hybrid,32,5.7,81300,6.9,17.9,5.3,1.5,1,34.6,5.0,4.7,5.7,12.0,1
EMP-03647,Customer Success,Entry,Full-time,Hybrid,34,1.4,34800,5.3,11.2,8.6,0.1,0,18.4,9.4,7.6,6.8,3.1,0
EMP-03648,Engineering,Senior,Full-time,Hybrid,42,8.8,93100,6.1,12.3,7.3,6.1,3,40.0,5.6,5.4,6.9,4.8,0
EMP-03649,HR,Entry,Full-time,Hybrid,24,3.2,51300,5.6,0.0,6.7,0.1,0,41.2,5.3,7.1,8.1,5.2,0
EMP-03650,HR,Entry,Full-time,On-site,25,2.2,34800,5.4,0.6,5.0,0.1,0,30.2,5.2,5.6,7.0,3.1,0
EMP-03651,Sales,Mid,Part-time,Hybrid,21,3.0,73600,7.1,6.2,6.4,0.1,0,32.3,7.3,6.2,7.4,8.7,0
EMP-03652,Operations,Mid,Full-time,On-site,33,4.7,51100,8.4,18.3,7.8,1.7,1,29.1,6.3,5.9,5.8,5.9,0
EMP-03653,Engineering,Manager,Full-time,Hybrid,38,8.5,107400,8.0,7.0,5.9,4.8,2,1.9,5.0,5.0,5.5,4.8,1
EMP-03654,Operations,Entry,Full-time,Hybrid,21,0.8,30000,7.0,9.5,7.1,0.1,0,45.0,5.6,6.5,6.7,4.6,0
EMP-03655,Engineering,Mid,Full-time,On-site,27,3.8,84600,5.7,2.3,8.3,1.6,2,12.7,7.3,8.4,7.7,5.3,0
EMP-03656,Marketing,Entry,Full-time,On-site,31,3.2,53600,5.3,0.0,4.8,0.1,1,44.0,7.5,7.0,6.7,8.5,0
EMP-03657,Sales,Entry,Full-time,Hybrid,31,1.7,43500,6.3,6.9,7.3,0.1,1,22.4,6.7,7.4,6.5,9.2,0
EMP-03658,Customer Success,Entry,Full-time,On-site,25,0.2,41300,6.2,15.4,8.2,0.1,0,40.2,6.7,8.3,7.1,5.6,1
EMP-03659,Finance,Entry,Full-time,Remote,28,1.1,58000,5.8,0.7,7.6,0.1,1,38.7,6.3,6.5,6.9,3.7,0
EMP-03660,Operations,Senior,Part-time,On-site,34,6.0,76000,8.2,15.0,7.0,5.3,1,36.9,4.8,6.0,7.2,3.7,1
EMP-03661,Customer Success,Mid,Full-time,Hybrid,31,5.0,54700,4.9,7.0,7.0,2.0,1,24.3,7.0,7.2,6.7,6.5,0
EMP-03662,Customer Success,Senior,Full-time,Remote,43,9.5,76200,9.8,18.6,9.6,3.9,2,25.8,4.9,3.9,8.3,6.9,1
EMP-03663,Engineering,Mid,Full-time,Hybrid,32,3.5,71600,7.3,13.0,10.0,2.1,1,23.4,7.0,6.9,6.1,6.2,0
EMP-03664,Sales,Mid,Full-time,On-site,37,4.4,74600,8.0,5.2,6.5,0.1,1,17.0,4.9,6.0,9.3,10.1,0
EMP-03665,Customer Success,Mid,Full-time,Hybrid,35,5.3,60100,5.2,2.7,4.2,3.0,1,23.5,5.9,7.1,8.6,6.1,1
EMP-03666,Customer Success,Senior,Full-time,On-site,33,5.0,93300,7.2,9.1,9.1,2.2,1,14.1,5.6,7.2,8.0,2.7,0
EMP-03667,Finance,Manager,Full-time,On-site,40,9.9,106900,5.1,6.5,8.8,4.1,2,28.1,7.4,7.9,9.2,2.3,0
EMP-03668,HR,Entry,Full-time,On-site,26,2.0,31800,6.2,3.8,6.1,0.1,0,19.2,6.9,6.8,7.7,3.4,0
EMP-03669,Engineering,Senior,Full-time,Hybrid,40,9.1,104100,6.4,5.4,6.7,5.7,2,39.7,6.1,7.2,7.8,4.6,0
EMP-03670,Customer Success,Mid,Full-time,Remote,32,4.6,55300,5.5,13.0,5.2,0.5,1,36.2,5.2,7.3,7.9,2.9,1
EMP-03671,Engineering,Entry,Full-time,Remote,34,7.3,55200,5.2,13.4,6.5,5.4,2,35.6,5.6,5.7,8.0,9.1,0
EMP-03672,Engineering,Mid,Full-time,On-site,35,6.8,72200,5.0,0.0,7.5,0.5,1,8.7,8.8,9.1,7.8,3.2,0
EMP-03673,Sales,Entry,Full-time,Hybrid,29,3.1,44000,5.6,11.7,6.4,0.1,0,60.4,6.0,7.5,6.6,9.4,0
EMP-03674,HR,Entry,Full-time,On-site,28,3.0,45800,7.5,15.3,5.3,1.8,0,25.6,4.9,4.6,4.9,12.2,0
EMP-03675,Operations,Entry,Full-time,On-site,23,0.6,44600,7.2,10.1,10.0,0.1,0,26.6,6.1,8.5,7.8,8.0,0
EMP-03676,Engineering,Entry,Full-time,On-site,37,3.3,60300,8.3,21.2,6.2,5.0,0,16.1,6.3,6.0,5.3,6.8,0
EMP-03677,Marketing,Entry,Full-time,Hybrid,27,3.0,61000,6.9,6.3,6.0,0.1,0,26.5,7.7,7.7,5.9,6.1,0
EMP-03678,Engineering,Senior,Part-time,Hybrid,45,9.2,89300,5.8,0.8,6.9,5.1,3,43.0,7.0,7.6,8.2,9.0,0
EMP-03679,Customer Success,Entry,Full-time,Hybrid,32,3.0,59100,7.8,8.2,7.3,0.1,1,18.4,5.5,5.8,7.3,6.4,0
EMP-03680,Sales,Senior,Full-time,Hybrid,37,4.4,84800,5.9,4.8,8.4,0.1,2,19.9,6.4,8.2,6.6,4.2,0
EMP-03681,Operations,Entry,Full-time,Hybrid,27,1.9,43300,7.6,6.9,8.2,0.1,1,19.6,6.0,5.9,6.5,4.9,0
EMP-03682,Customer Success,Mid,Full-time,Hybrid,22,2.6,61400,7.8,23.4,7.4,0.1,1,24.5,5.3,7.1,9.4,9.1,1
EMP-03683,Operations,Mid,Full-time,Remote,36,4.3,68100,7.6,18.2,5.9,0.6,2,19.6,5.1,5.9,8.0,12.7,0
EMP-03684,Marketing,Senior,Full-time,Hybrid,40,6.8,95100,4.1,0.2,7.5,4.7,2,31.7,7.0,6.6,6.2,10.5,0
EMP-03685,HR,Entry,Full-time,Remote,38,0.2,33000,5.2,6.4,5.9,0.1,0,34.3,7.3,5.8,7.1,3.8,0
EMP-03686,Marketing,Manager,Full-time,Remote,43,8.1,114300,4.0,5.5,10.0,2.7,2,11.0,7.8,7.5,8.1,9.2,0
EMP-03687,Marketing,Senior,Full-time,Hybrid,47,8.4,82100,7.0,14.4,5.7,6.0,3,32.2,6.6,6.6,9.2,8.2,1
EMP-03688,Sales,Mid,Full-time,Hybrid,28,5.1,75200,6.0,15.2,3.6,1.2,1,26.1,6.7,6.0,5.5,11.2,0
EMP-03689,Customer Success,Mid,Full-time,On-site,25,3.5,62500,7.4,18.2,4.9,3.5,1,13.0,5.5,5.9,6.4,8.8,1
EMP-03690,Engineering,Mid,Full-time,On-site,38,3.7,66100,6.0,6.9,10.0,1.5,2,25.6,6.1,7.7,10.0,7.2,0
EMP-03691,Operations,Entry,Full-time,Remote,28,1.2,37600,7.2,4.6,6.8,0.1,0,30.5,6.4,8.0,6.5,0.0,0
EMP-03692,Engineering,Entry,Part-time,Hybrid,29,1.9,51300,6.6,10.8,6.5,0.1,0,35.3,7.1,6.0,7.7,6.1,0
EMP-03693,Engineering,Entry,Full-time,Hybrid,22,1.3,61400,9.2,22.1,10.0,0.1,0,34.3,6.7,5.4,5.9,8.7,0
EMP-03694,Customer Success,Mid,Full-time,Hybrid,28,4.1,75000,7.1,21.0,9.5,0.1,1,18.5,5.1,5.6,6.3,7.3,0
EMP-03695,Customer Success,Senior,Part-time,Hybrid,30,4.7,84600,6.8,14.2,9.0,3.8,1,34.6,6.5,6.2,5.8,9.0,0
EMP-03696,HR,Entry,Full-time,Hybrid,22,0.2,43100,3.2,0.0,7.4,0.1,0,30.3,6.8,7.5,5.2,7.1,0
EMP-03697,Marketing,Senior,Full-time,Hybrid,34,5.7,79800,4.3,0.0,9.3,0.1,2,31.3,7.2,8.5,8.9,4.8,0
EMP-03698,Customer Success,Entry,Full-time,Hybrid,21,0.2,30000,5.6,5.5,8.7,0.1,0,34.8,7.4,6.9,7.6,5.4,0
EMP-03699,HR,Mid,Part-time,Hybrid,33,5.6,72300,6.5,15.6,6.2,1.8,1,28.1,5.2,3.2,6.6,4.4,0
EMP-03700,HR,Mid,Full-time,Hybrid,28,2.6,72500,5.6,5.7,5.8,0.1,0,22.9,6.6,5.7,6.7,5.3,0
EMP-03701,Finance,Mid,Full-time,Hybrid,32,2.8,57200,6.1,5.5,8.1,0.4,0,7.0,7.3,6.0,6.1,5.3,0
EMP-03702,Sales,Mid,Full-time,Hybrid,31,3.3,46200,7.2,15.5,7.0,0.1,0,25.5,6.7,6.7,6.3,3.2,0
EMP-03703,Customer Success,Mid,Part-time,Remote,24,2.1,56300,9.5,32.5,7.1,0.7,0,33.6,5.9,5.2,8.4,13.8,1
EMP-03704,HR,Entry,Full-time,Remote,31,2.9,30600,6.3,0.0,6.1,2.7,1,21.0,6.9,7.3,5.4,5.9,0
EMP-03705,Marketing,Senior,Full-time,Hybrid,26,5.4,76600,6.5,17.9,8.9,1.0,1,15.5,5.4,6.2,7.5,10.4,0
EMP-03706,Sales,Mid,Full-time,On-site,38,7.8,62400,7.4,9.9,4.7,3.3,2,21.8,3.8,5.5,6.8,12.0,1
EMP-03707,Customer Success,Mid,Full-time,Hybrid,40,3.6,74000,8.8,1.8,7.3,0.1,1,14.6,6.7,8.6,7.4,9.1,0
EMP-03708,Marketing,Mid,Full-time,Hybrid,25,4.5,65000,5.9,0.0,9.4,2.7,2,9.7,7.6,6.7,7.5,3.7,0
EMP-03709,Customer Success,Senior,Full-time,On-site,38,5.7,90900,6.4,21.0,6.8,3.6,1,30.7,5.7,6.6,6.5,9.1,0
EMP-03710,Finance,Mid,Full-time,On-site,26,1.4,67100,6.3,7.8,7.1,0.8,0,26.8,6.1,7.6,6.4,11.0,0
EMP-03711,HR,Mid,Full-time,Hybrid,25,0.5,57800,7.7,10.8,10.0,0.1,0,23.1,8.6,7.6,5.7,12.0,0
EMP-03712,Engineering,Mid,Full-time,Hybrid,38,6.3,73300,6.3,18.1,5.2,2.7,1,21.9,5.0,5.1,7.3,4.5,0
EMP-03713,Marketing,Entry,Full-time,Hybrid,30,4.7,49200,4.3,0.0,10.0,0.1,1,29.9,7.7,9.4,9.0,0.0,0
EMP-03714,Operations,Entry,Full-time,Hybrid,31,1.9,41900,7.9,17.9,8.9,0.1,0,45.8,4.7,4.0,4.6,10.0,0
EMP-03715,Customer Success,Entry,Full-time,On-site,32,4.3,49800,3.7,3.0,6.7,0.6,1,30.9,8.5,8.9,6.6,3.7,0
EMP-03716,Customer Success,Mid,Full-time,On-site,33,5.1,75500,8.6,23.2,7.3,1.3,2,27.4,4.8,6.8,7.5,4.5,1
EMP-03717,Sales,Mid,Full-time,Hybrid,36,3.1,57400,7.5,16.0,6.2,0.1,1,26.9,7.5,7.5,6.0,11.3,0
EMP-03718,Customer Success,Mid,Full-time,Hybrid,46,7.4,78700,5.8,7.6,8.6,5.7,2,24.0,5.8,6.6,7.7,12.6,1
EMP-03719,Operations,Senior,Full-time,Remote,40,4.8,73600,9.7,30.8,7.0,1.4,1,32.2,4.1,3.9,6.8,14.9,1
EMP-03720,Operations,Mid,Full-time,Hybrid,30,3.4,68300,9.9,27.7,6.6,1.8,0,29.9,3.6,3.3,6.3,14.2,0
EMP-03721,Finance,Senior,Full-time,Hybrid,49,7.2,84900,4.6,0.0,4.7,5.6,2,18.1,7.1,7.0,7.8,0.0,0
EMP-03722,Finance,Mid,Full-time,Remote,30,3.2,74000,3.2,0.0,7.9,1.2,0,20.7,7.4,8.7,6.4,0.0,0
EMP-03723,Operations,Mid,Full-time,On-site,27,4.4,71800,6.5,15.9,5.9,0.7,1,0.2,6.0,8.8,6.8,3.2,0
EMP-03724,Engineering,Mid,Full-time,Hybrid,33,5.0,69000,6.2,16.3,6.4,4.1,2,26.2,6.0,5.5,5.2,3.8,0
EMP-03725,Finance,Senior,Full-time,On-site,29,3.8,87000,5.7,7.6,8.2,0.2,2,28.7,7.8,8.4,7.6,0.0,0
EMP-03726,HR,Mid,Full-time,Hybrid,32,3.2,58300,7.3,18.3,6.8,0.1,0,43.5,6.6,7.7,8.7,10.6,0
EMP-03727,Sales,Senior,Full-time,Hybrid,30,4.1,90300,5.8,5.5,5.6,0.3,1,34.9,4.7,5.4,6.7,8.9,0
EMP-03728,Operations,Entry,Full-time,Hybrid,32,3.3,30000,5.9,8.5,8.2,1.5,0,35.4,6.9,7.4,6.8,5.5,0
EMP-03729,Customer Success,Entry,Full-time,Hybrid,28,0.3,38900,6.1,0.0,8.2,0.1,0,17.5,8.0,7.1,6.9,8.1,0
EMP-03730,Sales,Manager,Full-time,Hybrid,31,7.8,121100,5.1,5.5,4.5,3.0,3,3.4,8.2,6.2,7.9,2.9,0
EMP-03731,Customer Success,Manager,Full-time,Hybrid,39,7.0,93400,5.4,7.1,7.2,2.9,2,29.5,7.8,6.2,8.7,8.7,0
EMP-03732,Operations,Mid,Full-time,Hybrid,36,4.6,57200,6.0,12.5,5.5,1.5,2,35.3,7.2,6.8,5.7,4.7,0
EMP-03733,Finance,Senior,Full-time,Remote,46,9.2,76100,4.8,7.0,7.2,8.8,3,32.8,7.6,6.9,7.9,8.1,0
EMP-03734,Operations,Mid,Full-time,Hybrid,32,2.9,66000,7.2,3.1,8.7,0.1,0,30.4,7.8,7.8,7.4,3.9,0
EMP-03735,Sales,Senior,Full-time,On-site,40,10.0,80900,4.5,0.0,7.4,7.9,2,13.6,6.3,6.4,6.2,6.0,0
EMP-03736,Sales,Senior,Full-time,On-site,44,10.4,102500,4.3,5.9,7.2,6.2,2,44.4,7.3,6.5,7.8,10.9,0
EMP-03737,Engineering,Manager,Full-time,Hybrid,42,6.8,108000,5.2,10.2,5.4,3.1,2,27.6,5.9,6.1,6.8,1.9,0
EMP-03738,HR,Mid,Part-time,Remote,28,4.6,63900,5.3,7.0,3.7,1.8,1,25.3,7.1,7.1,7.7,6.6,0
EMP-03739,Sales,Manager,Full-time,Hybrid,38,6.7,114200,6.1,1.6,8.1,3.7,1,17.1,6.8,7.3,9.7,1.1,0
EMP-03740,Operations,Mid,Full-time,Hybrid,40,3.5,60200,7.8,17.9,8.5,1.2,1,45.7,6.0,5.8,6.8,5.8,0
EMP-03741,Customer Success,Senior,Full-time,Hybrid,37,4.6,92900,7.4,18.1,7.5,0.1,2,38.6,6.6,5.8,7.1,10.8,0
EMP-03742,Finance,Mid,Full-time,On-site,31,4.7,67200,6.4,18.2,8.5,0.1,1,19.5,7.3,7.1,8.2,7.8,0
EMP-03743,Operations,Senior,Full-time,On-site,45,10.7,92200,8.6,22.3,7.4,5.1,3,29.8,5.1,7.4,7.7,10.7,0
EMP-03744,Engineering,Senior,Full-time,On-site,38,8.3,103700,5.8,7.5,6.4,4.2,2,16.8,6.2,9.1,8.3,6.1,0
EMP-03745,Finance,Mid,Full-time,Remote,36,2.6,70500,7.6,11.7,8.3,0.1,0,19.8,6.4,6.7,8.3,5.6,1
EMP-03746,Sales,Senior,Full-time,Hybrid,37,7.7,80900,6.8,10.6,7.9,7.8,2,21.7,4.9,5.7,7.4,2.7,0
EMP-03747,HR,Mid,Part-time,On-site,30,2.5,53300,6.0,0.0,5.5,0.1,0,29.5,8.1,8.3,8.2,6.0,0
EMP-03748,HR,Entry,Full-time,Hybrid,21,0.2,50800,5.2,0.4,10.0,0.1,0,28.8,7.7,7.7,7.6,0.1,0
EMP-03749,Customer Success,Manager,Full-time,Remote,42,8.6,109900,4.4,0.0,8.2,7.8,2,30.6,9.4,5.9,6.6,3.1,0
EMP-03750,Sales,Manager,Full-time,On-site,44,8.1,100900,6.6,9.8,6.5,4.9,2,40.6,5.2,5.6,8.0,0.0,0
EMP-03751,Finance,Entry,Part-time,Remote,25,1.6,64800,6.1,14.4,9.2,0.1,0,32.4,8.1,8.0,7.3,3.5,0
EMP-03752,Operations,Entry,Full-time,Hybrid,22,1.7,44600,5.5,7.9,7.3,0.2,0,25.3,7.6,6.7,4.5,5.3,0
EMP-03753,Marketing,Entry,Part-time,Hybrid,26,3.1,40600,7.3,5.0,6.2,0.1,0,29.1,8.5,8.2,7.8,10.8,0
EMP-03754,Operations,Mid,Full-time,Hybrid,38,4.4,74300,5.9,6.4,6.3,0.6,1,18.9,7.7,6.9,6.6,5.4,0
EMP-03755,Operations,Mid,Full-time,On-site,33,4.0,64000,8.1,23.5,10.0,0.1,1,9.1,8.1,6.8,8.5,11.9,0
EMP-03756,Engineering,Mid,Full-time,On-site,21,1.6,86600,7.9,13.8,8.6,0.1,0,28.7,6.3,7.1,7.8,8.4,1
EMP-03757,Customer Success,Entry,Full-time,On-site,29,2.2,42400,9.3,29.6,5.8,0.2,0,48.2,2.7,2.5,5.9,16.0,0
EMP-03758,Sales,Mid,Full-time,On-site,39,4.1,73000,5.1,8.6,4.9,2.7,1,22.1,6.9,5.6,5.2,8.0,0
EMP-03759,Engineering,Manager,Full-time,Hybrid,45,4.8,126400,10.0,16.3,5.8,1.4,1,11.8,3.8,6.1,6.0,4.4,0
EMP-03760,Engineering,Mid,Full-time,On-site,31,1.9,76000,5.5,5.5,4.9,3.1,0,27.2,5.1,5.0,6.0,9.7,1
EMP-03761,HR,Senior,Full-time,On-site,46,8.9,85300,5.8,0.0,5.1,5.2,2,5.8,5.9,7.2,5.7,11.8,0
EMP-03762,Operations,Mid,Part-time,On-site,36,5.6,72900,6.5,12.0,4.5,1.7,1,39.1,5.8,5.0,6.1,2.9,0
EMP-03763,HR,Manager,Full-time,Remote,41,5.8,109200,5.1,7.3,8.2,4.7,1,27.3,8.7,7.5,8.0,3.1,0
EMP-03764,Engineering,Entry,Full-time,Hybrid,28,0.2,46800,6.4,3.9,9.3,0.1,0,21.1,7.9,5.5,9.0,2.5,0
EMP-03765,Sales,Entry,Full-time,On-site,30,3.1,47500,5.8,10.3,7.9,0.1,0,38.7,6.0,7.4,7.5,5.6,0
EMP-03766,Sales,Senior,Full-time,On-site,31,6.0,78500,5.8,10.5,6.7,3.0,1,30.2,7.2,6.3,7.9,8.6,0
EMP-03767,Customer Success,Entry,Full-time,On-site,29,1.6,53300,5.8,7.8,6.7,0.1,0,13.7,6.6,6.0,7.2,8.1,1
EMP-03768,Operations,Entry,Full-time,Hybrid,24,0.2,47700,4.9,5.8,6.2,0.1,0,29.6,7.7,5.9,6.5,0.0,0
EMP-03769,Finance,Mid,Full-time,Hybrid,30,4.2,62400,6.7,14.2,6.9,0.1,1,23.2,5.2,5.0,6.4,10.4,0
EMP-03770,Finance,Mid,Full-time,Hybrid,35,5.4,67400,6.7,10.9,4.5,1.9,1,12.3,4.1,4.4,7.4,8.5,0
EMP-03771,Operations,Mid,Full-time,Hybrid,32,3.2,63100,7.6,17.9,6.9,0.1,0,23.9,7.9,7.5,8.8,12.7,0
EMP-03772,Customer Success,Mid,Full-time,Hybrid,36,4.6,68400,6.6,10.5,6.9,0.1,1,23.9,7.1,6.7,6.6,5.3,0
EMP-03773,Operations,Senior,Full-time,Hybrid,34,4.9,80400,7.0,20.9,7.7,0.3,1,45.5,5.6,6.0,8.0,6.0,0
EMP-03774,HR,Entry,Full-time,On-site,23,0.2,57600,6.6,10.7,5.7,0.1,0,27.8,6.6,7.9,5.2,6.4,0
EMP-03775,Customer Success,Senior,Full-time,Hybrid,34,8.4,74200,4.6,2.2,7.3,5.1,2,29.5,7.9,6.9,6.8,10.9,0
EMP-03776,Marketing,Senior,Full-time,Hybrid,37,5.9,94800,5.8,7.1,7.1,2.5,2,42.5,6.3,7.3,7.4,8.8,0
EMP-03777,Operations,Senior,Full-time,Hybrid,39,8.5,72400,6.4,8.3,6.3,9.3,2,31.7,5.0,6.5,8.5,6.6,1
EMP-03778,Engineering,Senior,Full-time,Hybrid,38,5.2,106400,6.5,12.5,8.7,4.9,1,43.0,6.9,6.9,7.9,8.4,0
EMP-03779,Sales,Entry,Full-time,On-site,41,4.5,39500,5.4,0.0,6.8,0.1,1,21.6,4.5,6.0,8.0,9.1,0
EMP-03780,Engineering,Manager,Full-time,Hybrid,39,7.0,120200,7.6,14.1,8.9,3.8,2,30.3,5.8,8.3,8.1,7.2,0
